satellite,UT Date,UT time,Sat(lon) [deg],Sat(lat) [deg],Sat(alt) [km],Sat(Azimuth) [deg],Sat(Elevation),[deg] SatRA[hr],SatDEC[deg],SunRA[hr],SunDEC[deg],SunZenithAngle[deg],SatAngularSpeed [arcsecs/sec]
ONEWEB-0284,2021-05-07,23:03:30,-132.206890,-25.774669,223379.40,257.928,34.682,05h12m15.473s,-25:21:51.391,3.0094717,17.0814996,103.348,5094.127
ONEWEB-0284,2021-05-07,23:08:30,-127.202425,-71.728491,223557.66,199.362,36.688,05h28m28.715s,-72:12:8.831,3.0096966,17.0824421,104.416,5669.396
ONEWEB-0284,2021-05-07,23:12:30,-133.807719,-36.918341,223331.56,244.036,36.260,05h14m12.277s,-36:40:29.401,3.0098765,17.0831961,105.271,5170.908
ONEWEB-0284,2021-05-07,23:17:30,-117.888813,-82.521906,223449.97,186.625,32.841,05h56m46.255s,-83:18:5.790,3.0101014,17.0841385,106.342,5687.379
ONEWEB-0284,2021-05-07,23:21:30,-135.196343,-47.886045,223271.82,230.104,36.654,05h16m30.625s,-47:48:25.982,3.0102813,17.0848924,107.200,5253.218
ONEWEB-0284,2021-05-07,23:30:30,-136.137429,-58.673769,223198.43,216.476,36.030,05h19m40.369s,-58:45:26.816,3.0106862,17.0865885,109.135,5329.018
ONEWEB-0284,2021-05-07,23:39:30,-135.937991,-69.267803,223109.83,203.381,34.603,05h25m8.492s,-69:31:13.392,3.0110910,17.0882844,111.075,5389.520
ONEWEB-0284,2021-05-07,23:48:30,-131.214343,-79.596297,223004.78,190.920,32.595,05h40m20.255s,-80:04:35.489,3.0114959,17.0899801,113.021,5430.626
ONEWEB-0284,2021-05-07,23:52:30,-143.272399,-44.587964,222808.16,233.212,30.596,05h15m16.249s,-44:19:8.564,3.0116758,17.0907337,113.887,5070.788
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
crash,,,,,,,,,,,,,
